"","Gemeinde","Zulassungsjahr","Postleitzahl","Laengengrad","Breitengrad","Anzahl_betroffen_Jahr"
"19686","NORDKIRCHEN","2013","59394",7.525307,51.738183,8
"19687","NORDKIRCHEN","2014","59394",7.525307,51.738183,13
"19688","NORDKIRCHEN","2015","59394",7.525307,51.738183,11
"19689","NORDKIRCHEN","2016","59394",7.525307,51.738183,14
"19690","NORDLEDA","2010","21765",8.834004,53.763622,1
"19691","NORDLEDA","2011","21765",8.834004,53.763622,2
"19692","NORDLEDA","2014","21765",8.834004,53.763622,1
"19693","NORDLEDA","2015","21765",8.834004,53.763622,3
"19694","NORDRACH","2009","77787",8.078796,48.397329,2
"19695","NORDRACH","2010","77787",8.078796,48.397329,1
"19696","NORDRACH","2011","77787",8.078796,48.397329,1
"19697","NORDRACH","2013","77787",8.078796,48.397329,1
"19698","NORDRACH","2015","77787",8.078796,48.397329,1
"19699","NORDRACH","2016","77787",8.078796,48.397329,2
"19700","NORDSTEMMEN","2009","31171",9.782956,52.160076,22
"19701","NORDSTEMMEN","2010","31171",9.782956,52.160076,14
"19702","NORDSTEMMEN","2011","31171",9.782956,52.160076,10
"19703","NORDSTEMMEN","2012","31171",9.782956,52.160076,12
"19704","NORDSTEMMEN","2013","31171",9.782956,52.160076,11
"19705","NORDSTEMMEN","2014","31171",9.782956,52.160076,13
"19706","NORDSTEMMEN","2015","31171",9.782956,52.160076,7
"19707","NORDSTEMMEN","2016","31171",9.782956,52.160076,16
"19708","NORDWALDE","2009","48356",7.480649,52.084294,10
"19709","NORDWALDE","2010","48356",7.480649,52.084294,8
"19710","NORDWALDE","2011","48356",7.480649,52.084294,9
"19711","NORDWALDE","2012","48356",7.480649,52.084294,5
"19712","NORDWALDE","2013","48356",7.480649,52.084294,7
"19713","NORDWALDE","2014","48356",7.480649,52.084294,7
"19714","NORDWALDE","2015","48356",7.480649,52.084294,4
"19715","NORDWALDE","2016","48356",7.480649,52.084294,8
"19716","NORDWESTUCKERMARK","2009","17291",13.707767,53.331298,4
"19717","NORDWESTUCKERMARK","2010","17291",13.707767,53.331298,1
"19718","NORDWESTUCKERMARK","2011","17291",13.707767,53.331298,3
"19719","NORDWESTUCKERMARK","2012","17291",13.707767,53.331298,5
"19720","NORDWESTUCKERMARK","2013","17291",13.707767,53.331298,5
"19721","NORDWESTUCKERMARK","2014","17291",13.707767,53.331298,6
"19722","NORDWESTUCKERMARK","2015","17291",13.707767,53.331298,4
"19723","NORDWESTUCKERMARK","2016","17291",13.707767,53.331298,8
"19724","NORHEIM","2009","55585",7.814354,49.808022,2
"19725","NORHEIM","2012","55585",7.814354,49.808022,1
"19726","NORHEIM","2013","55585",7.814354,49.808022,4
"19727","NORHEIM","2014","55585",7.814354,49.808022,1
"19728","NORHEIM","2015","55585",7.814354,49.808022,1
"19729","NORKEN","2010","57629",7.897919,50.671829,1
"19730","NORKEN","2011","57629",7.897919,50.671829,1
"19731","NORKEN","2014","57629",7.897919,50.671829,2
"19732","NORKEN","2016","57629",7.897919,50.671829,3
"19733","NORTMOOR","2009","26845",7.562055,53.247364,2
"19734","NORTMOOR","2010","26845",7.562055,53.247364,1
"19735","NORTMOOR","2014","26845",7.562055,53.247364,1
"19736","NORTMOOR","2016","26845",7.562055,53.247364,2
"19737","NORTRUP","2009","49638",7.85948,52.614148,3
"19738","NORTRUP","2010","49638",7.85948,52.614148,1
"19739","NORTRUP","2011","49638",7.85948,52.614148,3
"19740","NORTRUP","2012","49638",7.85948,52.614148,2
"19741","NORTRUP","2013","49638",7.85948,52.614148,2
"19742","NORTRUP","2014","49638",7.85948,52.614148,1
"19743","NORTRUP","2015","49638",7.85948,52.614148,3
"19744","NORTRUP","2016","49638",7.85948,52.614148,1
"19745","NOSSEN","2009","01683",13.299465,51.058625,3
"19746","NOSSEN","2010","01683",13.299465,51.058625,4
"19747","NOSSEN","2011","01683",13.299465,51.058625,6
"19748","NOSSEN","2012","01683",13.299465,51.058625,6
"19749","NOSSEN","2013","01683",13.299465,51.058625,11
"19750","NOSSEN","2014","01683",13.299465,51.058625,13
"19751","NOSSEN","2015","01683",13.299465,51.058625,14
"19752","NOSSEN","2016","01683",13.299465,51.058625,3
"19753","NOTTENSDORF","2009","21640",9.601936,53.485861,2
"19754","NOTTENSDORF","2010","21640",9.601936,53.485861,1
"19755","NOTTENSDORF","2011","21640",9.601936,53.485861,2
"19756","NOTTENSDORF","2012","21640",9.601936,53.485861,2
"19757","NOTTENSDORF","2016","21640",9.601936,53.485861,1
"19758","NOTTULN","2009","48301",7.352893,51.928018,11
"19759","NOTTULN","2010","48301",7.352893,51.928018,22
"19760","NOTTULN","2011","48301",7.352893,51.928018,20
"19761","NOTTULN","2012","48301",7.352893,51.928018,10
"19762","NOTTULN","2013","48301",7.352893,51.928018,20
"19763","NOTTULN","2014","48301",7.352893,51.928018,21
"19764","NOTTULN","2015","48301",7.352893,51.928018,17
"19765","NOTTULN","2016","48301",7.352893,51.928018,15
"19766","NOTZINGEN","2009","73274",9.462005,48.671109,2
"19767","NOTZINGEN","2010","73274",9.462005,48.671109,4
"19768","NOTZINGEN","2011","73274",9.462005,48.671109,6
"19769","NOTZINGEN","2012","73274",9.462005,48.671109,3
"19770","NOTZINGEN","2013","73274",9.462005,48.671109,5
"19771","NOTZINGEN","2014","73274",9.462005,48.671109,6
"19772","NOTZINGEN","2015","73274",9.462005,48.671109,6
"19773","NOTZINGEN","2016","73274",9.462005,48.671109,2
"19774","NUEDLINGEN","2009","97720",10.123789,50.22115,7
"19775","NUEDLINGEN","2010","97720",10.123789,50.22115,3
"19776","NUEDLINGEN","2011","97720",10.123789,50.22115,4
"19777","NUEDLINGEN","2012","97720",10.123789,50.22115,4
"19778","NUEDLINGEN","2013","97720",10.123789,50.22115,1
"19779","NUEDLINGEN","2014","97720",10.123789,50.22115,4
"19780","NUEDLINGEN","2015","97720",10.123789,50.22115,6
"19781","NUEDLINGEN","2016","97720",10.123789,50.22115,3
"19782","NUEMBRECHT","2009","51588",7.540904,50.902351,18
"19783","NUEMBRECHT","2010","51588",7.540904,50.902351,18
"19784","NUEMBRECHT","2011","51588",7.540904,50.902351,10
"19785","NUEMBRECHT","2012","51588",7.540904,50.902351,17
"19786","NUEMBRECHT","2013","51588",7.540904,50.902351,21
"19787","NUEMBRECHT","2014","51588",7.540904,50.902351,26
"19788","NUEMBRECHT","2015","51588",7.540904,50.902351,14
"19789","NUEMBRECHT","2016","51588",7.540904,50.902351,27
"19790","NUENCHRITZ","2009","01612",13.383291,51.300746,2
"19791","NUENCHRITZ","2010","01612",13.383291,51.300746,10
"19792","NUENCHRITZ","2011","01612",13.383291,51.300746,9
"19793","NUENCHRITZ","2012","01612",13.383291,51.300746,13
"19794","NUENCHRITZ","2013","01612",13.383291,51.300746,4
"19795","NUENCHRITZ","2014","01612",13.383291,51.300746,5
"19796","NUENCHRITZ","2015","01612",13.383291,51.300746,7
"19797","NUENCHRITZ","2016","01612",13.383291,51.300746,6
"19798","NUENSCHWEILER","2009","66989",7.503186,49.223401,1
"19799","NUENSCHWEILER","2014","66989",7.503186,49.223401,1
"19800","NUENSCHWEILER","2015","66989",7.503186,49.223401,1
"19801","NUENSCHWEILER","2016","66989",7.503186,49.223401,2
"19802","NUESTTAL","2009","36167",9.845847,50.637007,1
"19803","NUESTTAL","2010","36167",9.845847,50.637007,1
"19804","NUESTTAL","2011","36167",9.845847,50.637007,1
"19805","NUESTTAL","2012","36167",9.845847,50.637007,3
"19806","NUESTTAL","2013","36167",9.845847,50.637007,2
"19807","NUESTTAL","2014","36167",9.845847,50.637007,1
"19808","NUESTTAL","2015","36167",9.845847,50.637007,8
"19809","NUESTTAL","2016","36167",9.845847,50.637007,3
"19810","NUFRINGEN","2009","71154",8.888193,48.622489,7
"19811","NUFRINGEN","2010","71154",8.888193,48.622489,5
"19812","NUFRINGEN","2012","71154",8.888193,48.622489,7
"19813","NUFRINGEN","2013","71154",8.888193,48.622489,4
"19814","NUFRINGEN","2014","71154",8.888193,48.622489,7
"19815","NUFRINGEN","2015","71154",8.888193,48.622489,5
"19816","NUFRINGEN","2016","71154",8.888193,48.622489,3
"19817","NUSPLINGEN","2009","72362",8.890352,48.132002,1
"19818","NUSPLINGEN","2012","72362",8.890352,48.132002,1
"19819","NUSPLINGEN","2013","72362",8.890352,48.132002,1
"19820","NUSPLINGEN","2014","72362",8.890352,48.132002,2
"19821","NUSPLINGEN","2015","72362",8.890352,48.132002,1
"19822","NUSPLINGEN","2016","72362",8.890352,48.132002,1
"19823","NUSSDORF","2009","83365",12.59593,47.905326,1
"19824","NUSSDORF","2010","83365",12.59593,47.905326,2
"19825","NUSSDORF","2011","83365",12.59593,47.905326,2
"19826","NUSSDORF","2012","83365",12.59593,47.905326,2
"19827","NUSSDORF","2013","83365",12.59593,47.905326,1
"19828","NUSSDORF","2015","83365",12.59593,47.905326,3
"19829","NUSSDORF","2016","83365",12.59593,47.905326,2
"19830","NUSSDORF A.INN","2011","83131",12.156562,47.742574,2
"19831","NUSSDORF A.INN","2012","83131",12.156562,47.742574,1
"19832","NUSSDORF A.INN","2013","83131",12.156562,47.742574,1
"19833","NUSSDORF A.INN","2014","83131",12.156562,47.742574,1
"19834","NUSSLOCH","2009","69226",8.69587,49.322794,7
"19835","NUSSLOCH","2010","69226",8.69587,49.322794,16
"19836","NUSSLOCH","2011","69226",8.69587,49.322794,20
"19837","NUSSLOCH","2012","69226",8.69587,49.322794,18
"19838","NUSSLOCH","2013","69226",8.69587,49.322794,14
"19839","NUSSLOCH","2014","69226",8.69587,49.322794,6
"19840","NUSSLOCH","2015","69226",8.69587,49.322794,5
"19841","NUSSLOCH","2016","69226",8.69587,49.322794,13
"19842","NUTHE URSTROMTAL","2009","14947",13.16802,52.128067,5
"19843","NUTHE URSTROMTAL","2010","14947",13.16802,52.128067,5
"19844","NUTHE URSTROMTAL","2011","14947",13.16802,52.128067,3
"19845","NUTHE URSTROMTAL","2012","14947",13.16802,52.128067,8
"19846","NUTHE URSTROMTAL","2013","14947",13.16802,52.128067,3
"19847","NUTHE URSTROMTAL","2014","14947",13.16802,52.128067,4
"19848","NUTHE URSTROMTAL","2015","14947",13.16802,52.128067,3
"19849","NUTHE URSTROMTAL","2016","14947",13.16802,52.128067,14
"19850","NUTHETAL","2009","14558",13.104062,52.349935,10
"19851","NUTHETAL","2010","14558",13.104062,52.349935,6
"19852","NUTHETAL","2011","14558",13.104062,52.349935,11
"19853","NUTHETAL","2012","14558",13.104062,52.349935,7
"19854","NUTHETAL","2013","14558",13.104062,52.349935,7
"19855","NUTHETAL","2014","14558",13.104062,52.349935,5
"19856","NUTHETAL","2015","14558",13.104062,52.349935,6
"19857","NUTHETAL","2016","14558",13.104062,52.349935,20
"19858","OBER FLOERSHEIM","2010","55234",8.155056,49.683754,1
"19859","OBER FLOERSHEIM","2011","55234",8.155056,49.683754,1
"19860","OBER FLOERSHEIM","2012","55234",8.155056,49.683754,1
"19861","OBER FLOERSHEIM","2015","55234",8.155056,49.683754,1
"19862","OBER FLOERSHEIM","2016","55234",8.155056,49.683754,1
"19863","OBER HILBERSHEIM","2010","55437",8.02967,49.899138,1
"19864","OBER HILBERSHEIM","2013","55437",8.02967,49.899138,3
"19865","OBER HILBERSHEIM","2016","55437",8.02967,49.899138,2
"19866","OBER MOERLEN","2009","61239",8.694519,50.373047,7
"19867","OBER MOERLEN","2010","61239",8.694519,50.373047,9
"19868","OBER MOERLEN","2011","61239",8.694519,50.373047,3
"19869","OBER MOERLEN","2012","61239",8.694519,50.373047,10
"19870","OBER MOERLEN","2013","61239",8.694519,50.373047,8
"19871","OBER MOERLEN","2014","61239",8.694519,50.373047,7
"19872","OBER MOERLEN","2015","61239",8.694519,50.373047,4
"19873","OBER MOERLEN","2016","61239",8.694519,50.373047,2
"19874","OBER OLM","2009","55270",8.193338,49.938606,1
"19875","OBER OLM","2010","55270",8.193338,49.938606,5
"19876","OBER OLM","2011","55270",8.193338,49.938606,6
"19877","OBER OLM","2012","55270",8.193338,49.938606,5
"19878","OBER OLM","2013","55270",8.193338,49.938606,3
"19879","OBER OLM","2014","55270",8.193338,49.938606,5
"19880","OBER OLM","2015","55270",8.193338,49.938606,6
"19881","OBER OLM","2016","55270",8.193338,49.938606,2
"19882","OBERAMMERGAU","2009","82487",11.06642,47.597074,1
"19883","OBERAMMERGAU","2010","82487",11.06642,47.597074,4
"19884","OBERAMMERGAU","2011","82487",11.06642,47.597074,3
"19885","OBERAMMERGAU","2012","82487",11.06642,47.597074,3
"19886","OBERAMMERGAU","2013","82487",11.06642,47.597074,6
"19887","OBERAMMERGAU","2014","82487",11.06642,47.597074,4
"19888","OBERAMMERGAU","2015","82487",11.06642,47.597074,3
"19889","OBERAMMERGAU","2016","82487",11.06642,47.597074,9
"19890","OBERASBACH","2009","90522",10.958495,49.422443,16
"19891","OBERASBACH","2010","90522",10.958495,49.422443,18
"19892","OBERASBACH","2011","90522",10.958495,49.422443,17
"19893","OBERASBACH","2012","90522",10.958495,49.422443,14
"19894","OBERASBACH","2013","90522",10.958495,49.422443,20
"19895","OBERASBACH","2014","90522",10.958495,49.422443,16
"19896","OBERASBACH","2015","90522",10.958495,49.422443,19
"19897","OBERASBACH","2016","90522",10.958495,49.422443,22
"19898","OBERAU","2009","82496",11.138308,47.562606,5
"19899","OBERAU","2010","82496",11.138308,47.562606,1
"19900","OBERAU","2011","82496",11.138308,47.562606,1
"19901","OBERAU","2013","82496",11.138308,47.562606,2
"19902","OBERAU","2014","82496",11.138308,47.562606,1
"19903","OBERAU","2015","82496",11.138308,47.562606,2
"19904","OBERAU","2016","82496",11.138308,47.562606,5
"19905","OBERAUDORF","2009","83080",12.171952,47.648794,5
"19906","OBERAUDORF","2010","83080",12.171952,47.648794,4
"19907","OBERAUDORF","2011","83080",12.171952,47.648794,5
"19908","OBERAUDORF","2012","83080",12.171952,47.648794,4
"19909","OBERAUDORF","2013","83080",12.171952,47.648794,5
"19910","OBERAUDORF","2014","83080",12.171952,47.648794,7
"19911","OBERAUDORF","2015","83080",12.171952,47.648794,4
"19912","OBERAUDORF","2016","83080",12.171952,47.648794,8
"19913","OBERAULA","2009","36280",9.471075,50.858277,4
"19914","OBERAULA","2010","36280",9.471075,50.858277,4
"19915","OBERAULA","2011","36280",9.471075,50.858277,2
"19916","OBERAULA","2012","36280",9.471075,50.858277,3
"19917","OBERAULA","2013","36280",9.471075,50.858277,2
"19918","OBERAULA","2014","36280",9.471075,50.858277,5
"19919","OBERAULA","2015","36280",9.471075,50.858277,2
"19920","OBERAULA","2016","36280",9.471075,50.858277,3
"19921","OBERAURACH","2009","97514",10.660283,49.926205,4
"19922","OBERAURACH","2010","97514",10.660283,49.926205,3
"19923","OBERAURACH","2011","97514",10.660283,49.926205,5
"19924","OBERAURACH","2012","97514",10.660283,49.926205,2
"19925","OBERAURACH","2013","97514",10.660283,49.926205,6
"19926","OBERAURACH","2014","97514",10.660283,49.926205,5
"19927","OBERAURACH","2015","97514",10.660283,49.926205,2
"19928","OBERAURACH","2016","97514",10.660283,49.926205,1
"19929","OBERBARNIM","2009","15377",13.949866,52.590786,1
"19930","OBERBARNIM","2010","15377",13.949866,52.590786,2
"19931","OBERBARNIM","2012","15377",13.949866,52.590786,1
"19932","OBERBARNIM","2015","15377",13.949866,52.590786,2
"19933","OBERBARNIM","2016","15377",13.949866,52.590786,4
"19934","OBERBERGKIRCHEN","2009","84564",12.386144,48.305288,1
"19935","OBERBERGKIRCHEN","2010","84564",12.386144,48.305288,2
"19936","OBERBERGKIRCHEN","2011","84564",12.386144,48.305288,1
"19937","OBERBERGKIRCHEN","2012","84564",12.386144,48.305288,1
"19938","OBERBERGKIRCHEN","2013","84564",12.386144,48.305288,2
"19939","OBERBERGKIRCHEN","2015","84564",12.386144,48.305288,2
"19940","OBERBERGKIRCHEN","2016","84564",12.386144,48.305288,2
"19941","OBERBILLIG","2009","54331",6.504809,49.709823,1
"19942","OBERBILLIG","2011","54331",6.504809,49.709823,1
"19943","OBERBILLIG","2012","54331",6.504809,49.709823,1
"19944","OBERBILLIG","2014","54331",6.504809,49.709823,1
"19945","OBERBILLIG","2015","54331",6.504809,49.709823,1
"19946","OBERBOIHINGEN","2009","72644",9.366724,48.647727,8
"19947","OBERBOIHINGEN","2010","72644",9.366724,48.647727,4
"19948","OBERBOIHINGEN","2011","72644",9.366724,48.647727,4
"19949","OBERBOIHINGEN","2012","72644",9.366724,48.647727,10
"19950","OBERBOIHINGEN","2013","72644",9.366724,48.647727,2
"19951","OBERBOIHINGEN","2014","72644",9.366724,48.647727,2
"19952","OBERBOIHINGEN","2015","72644",9.366724,48.647727,10
"19953","OBERBOIHINGEN","2016","72644",9.366724,48.647727,7
"19954","OBERDACHSTETTEN","2010","91617",10.423792,49.416099,1
"19955","OBERDACHSTETTEN","2011","91617",10.423792,49.416099,1
"19956","OBERDACHSTETTEN","2014","91617",10.423792,49.416099,1
"19957","OBERDACHSTETTEN","2015","91617",10.423792,49.416099,1
"19958","OBERDACHSTETTEN","2016","91617",10.423792,49.416099,4
"19959","OBERDERDINGEN","2009","75038",8.80201,49.062716,7
"19960","OBERDERDINGEN","2010","75038",8.80201,49.062716,10
"19961","OBERDERDINGEN","2011","75038",8.80201,49.062716,10
"19962","OBERDERDINGEN","2012","75038",8.80201,49.062716,7
"19963","OBERDERDINGEN","2013","75038",8.80201,49.062716,8
"19964","OBERDERDINGEN","2014","75038",8.80201,49.062716,9
"19965","OBERDERDINGEN","2015","75038",8.80201,49.062716,10
"19966","OBERDERDINGEN","2016","75038",8.80201,49.062716,10
"19967","OBERDIEBACH","2009","55413",7.777213,50.03253,1
"19968","OBERDIEBACH","2011","55413",7.777213,50.03253,1
"19969","OBERDING","2009","85445",11.845524,48.322653,3
"19970","OBERDING","2010","85445",11.845524,48.322653,4
"19971","OBERDING","2011","85445",11.845524,48.322653,3
"19972","OBERDING","2012","85445",11.845524,48.322653,6
"19973","OBERDING","2013","85445",11.845524,48.322653,4
"19974","OBERDING","2014","85445",11.845524,48.322653,6
"19975","OBERDING","2015","85445",11.845524,48.322653,8
"19976","OBERDING","2016","85445",11.845524,48.322653,5
"19977","OBERDISCHINGEN","2011","89610",9.830802,48.30176,2
"19978","OBERDISCHINGEN","2012","89610",9.830802,48.30176,1
"19979","OBERDISCHINGEN","2013","89610",9.830802,48.30176,2
"19980","OBERDISCHINGEN","2014","89610",9.830802,48.30176,2
"19981","OBERDISCHINGEN","2015","89610",9.830802,48.30176,2
"19982","OBERDISCHINGEN","2016","89610",9.830802,48.30176,3
"19983","OBERDOLLING","2010","85129",11.592558,48.829248,2
"19984","OBERDOLLING","2011","85129",11.592558,48.829248,1
"19985","OBERDOLLING","2012","85129",11.592558,48.829248,1
"19986","OBERDOLLING","2013","85129",11.592558,48.829248,1
"19987","OBERDREIS","2014","57639",7.663439,50.627043,1
"19988","OBERDREIS","2015","57639",7.663439,50.627043,2
"19989","OBERDUERENBACH","2011","56651",7.159219,50.468699,1
"19990","OBERELBERT","2009","56412",7.816133,50.389904,2
"19991","OBERELBERT","2010","56412",7.816133,50.389904,1
"19992","OBERELBERT","2011","56412",7.816133,50.389904,1
"19993","OBERELBERT","2012","56412",7.816133,50.389904,2
"19994","OBERELBERT","2013","56412",7.816133,50.389904,2
"19995","OBERELBERT","2014","56412",7.816133,50.389904,1
"19996","OBERELBERT","2015","56412",7.816133,50.389904,1
"19997","OBERELBERT","2016","56412",7.816133,50.389904,1
"19998","OBERFELL","2013","56332",7.447717,50.257286,3
"19999","OBERFELL","2015","56332",7.447717,50.257286,1
"20000","OBERFELL","2016","56332",7.447717,50.257286,2
"20001","OBERGRIESBACH","2010","86573",11.064895,48.421666,3
"20002","OBERGRIESBACH","2011","86573",11.064895,48.421666,2
"20003","OBERGRIESBACH","2014","86573",11.064895,48.421666,1
"20004","OBERGRIESBACH","2015","86573",11.064895,48.421666,1
"20005","OBERGRIESBACH","2016","86573",11.064895,48.421666,2
"20006","OBERGURIG","2012","02692",14.405921,51.1308,2
"20007","OBERGURIG","2013","02692",14.405921,51.1308,1
"20008","OBERGURIG","2015","02692",14.405921,51.1308,1
"20009","OBERGURIG","2016","02692",14.405921,51.1308,6
"20010","OBERHACHING","2009","82041",11.589825,48.026481,9
"20011","OBERHACHING","2010","82041",11.589825,48.026481,13
"20012","OBERHACHING","2011","82041",11.589825,48.026481,10
"20013","OBERHACHING","2012","82041",11.589825,48.026481,8
"20014","OBERHACHING","2013","82041",11.589825,48.026481,13
"20015","OBERHACHING","2014","82041",11.589825,48.026481,12
"20016","OBERHACHING","2015","82041",11.589825,48.026481,7
"20017","OBERHACHING","2016","82041",11.589825,48.026481,16
"20018","OBERHARMERSBACH","2009","77784",8.126097,48.373214,6
"20019","OBERHARMERSBACH","2010","77784",8.126097,48.373214,3
"20020","OBERHARMERSBACH","2011","77784",8.126097,48.373214,2
"20021","OBERHARMERSBACH","2012","77784",8.126097,48.373214,1
"20022","OBERHARMERSBACH","2014","77784",8.126097,48.373214,3
"20023","OBERHARMERSBACH","2015","77784",8.126097,48.373214,3
"20024","OBERHARMERSBACH","2016","77784",8.126097,48.373214,2
"20025","OBERHAUSEN","2010","46045",6.852291,51.470317,176
"20026","OBERHAUSEN","2011","46045",6.852291,51.470317,182
"20027","OBERHAUSEN","2014","46045",6.852291,51.470317,157
"20028","OBERHAUSEN","2015","46045",6.852291,51.470317,146
"20029","OBERHAUSEN","2016","46045",6.852291,51.470317,159
"20030","OBERHAUSEN BEI KIRN","2013","55606",7.450709,49.809723,1
"20031","OBERHAUSEN BEI KIRN","2014","55606",7.450709,49.809723,1
"20032","OBERHAUSEN BEI KIRN","2015","55606",7.450709,49.809723,1
"20033","OBERHAUSEN RHEINHAUSEN","2009","68794",8.482728,49.260511,13
"20034","OBERHAUSEN RHEINHAUSEN","2010","68794",8.482728,49.260511,8
"20035","OBERHAUSEN RHEINHAUSEN","2011","68794",8.482728,49.260511,8
"20036","OBERHAUSEN RHEINHAUSEN","2012","68794",8.482728,49.260511,13
"20037","OBERHAUSEN RHEINHAUSEN","2013","68794",8.482728,49.260511,6
"20038","OBERHAUSEN RHEINHAUSEN","2014","68794",8.482728,49.260511,12
"20039","OBERHAUSEN RHEINHAUSEN","2015","68794",8.482728,49.260511,5
"20040","OBERHAUSEN RHEINHAUSEN","2016","68794",8.482728,49.260511,9
"20041","OBERHAUSEN1","2010","76887",8.057771,49.097988,171
"20042","OBERHAUSEN1","2011","76887",8.057771,49.097988,178
"20043","OBERHAUSEN1","2014","76887",8.057771,49.097988,159
"20044","OBERHAUSEN1","2015","76887",8.057771,49.097988,181
"20045","OBERHAUSEN1","2016","76887",8.057771,49.097988,118
"20046","OBERHAUSEN2","2010","82386",11.130637,47.778332,135
"20047","OBERHAUSEN2","2011","82386",11.130637,47.778332,149
"20048","OBERHAUSEN2","2014","82386",11.130637,47.778332,147
"20049","OBERHAUSEN2","2015","82386",11.130637,47.778332,203
"20050","OBERHAUSEN2","2016","82386",11.130637,47.778332,142
"20051","OBERHAUSEN3","2010","86697",11.109004,48.719613,153
"20052","OBERHAUSEN3","2011","86697",11.109004,48.719613,174
"20053","OBERHAUSEN3","2014","86697",11.109004,48.719613,183
"20054","OBERHAUSEN3","2015","86697",11.109004,48.719613,136
"20055","OBERHAUSEN3","2016","86697",11.109004,48.719613,173
"20056","OBERHELDRUNGEN","2011","06577",11.245569,51.279413,1
"20057","OBERHOF","2010","98559",10.724059,50.706347,4
"20058","OBERHOF","2011","98559",10.724059,50.706347,1
"20059","OBERHOF","2012","98559",10.724059,50.706347,2
"20060","OBERHOF","2014","98559",10.724059,50.706347,2
"20061","OBERHOF","2015","98559",10.724059,50.706347,1
"20062","OBERHOF","2016","98559",10.724059,50.706347,2
"20063","OBERHONNEFELD GIEREND","2014","56587",7.516923,50.553659,1
"20064","OBERHONNEFELD GIEREND","2016","56587",7.516923,50.553659,2
"20065","OBERICKELSHEIM","2016","97258",10.136126,49.599867,1
"20066","OBERKAIL","2011","54533",6.679024,50.037031,1
"20067","OBERKRAEMER","2009","16727",13.111985,52.696092,7
"20068","OBERKRAEMER","2010","16727",13.111985,52.696092,17
"20069","OBERKRAEMER","2011","16727",13.111985,52.696092,7
"20070","OBERKRAEMER","2012","16727",13.111985,52.696092,15
"20071","OBERKRAEMER","2013","16727",13.111985,52.696092,15
"20072","OBERKRAEMER","2014","16727",13.111985,52.696092,17
"20073","OBERKRAEMER","2015","16727",13.111985,52.696092,7
"20074","OBERKRAEMER","2016","16727",13.111985,52.696092,8
"20075","OBERLAHR","2011","57641",7.516934,50.621584,1
"20076","OBERLANGEN","2009","49779",7.275066,52.849165,2
"20077","OBERLANGEN","2010","49779",7.275066,52.849165,1
"20078","OBERLANGEN","2013","49779",7.275066,52.849165,1
"20079","OBERLANGEN","2014","49779",7.275066,52.849165,1
"20080","OBERLEICHTERSBACH","2010","97789",9.804018,50.273228,3
"20081","OBERLEICHTERSBACH","2011","97789",9.804018,50.273228,2
"20082","OBERLEICHTERSBACH","2013","97789",9.804018,50.273228,1
"20083","OBERLEICHTERSBACH","2014","97789",9.804018,50.273228,2
"20084","OBERLUNGWITZ","2009","09353",12.722076,50.786972,7
"20085","OBERLUNGWITZ","2010","09353",12.722076,50.786972,3
"20086","OBERLUNGWITZ","2011","09353",12.722076,50.786972,8
"20087","OBERLUNGWITZ","2012","09353",12.722076,50.786972,6
"20088","OBERLUNGWITZ","2013","09353",12.722076,50.786972,7
"20089","OBERLUNGWITZ","2014","09353",12.722076,50.786972,4
"20090","OBERLUNGWITZ","2015","09353",12.722076,50.786972,7
"20091","OBERLUNGWITZ","2016","09353",12.722076,50.786972,8
"20092","OBERMAISELSTEIN","2011","87538",10.239691,47.449379,1
"20093","OBERMAISELSTEIN","2014","87538",10.239691,47.449379,2
"20094","OBERMAISELSTEIN","2016","87538",10.239691,47.449379,2
"20095","OBERMARCHTAL","2009","89611",9.568532,48.233294,1
"20096","OBERMARCHTAL","2010","89611",9.568532,48.233294,1
"20097","OBERMARCHTAL","2011","89611",9.568532,48.233294,1
"20098","OBERMARCHTAL","2012","89611",9.568532,48.233294,4
"20099","OBERMARCHTAL","2013","89611",9.568532,48.233294,2
"20100","OBERMARCHTAL","2014","89611",9.568532,48.233294,2
"20101","OBERMARCHTAL","2016","89611",9.568532,48.233294,1
"20102","OBERMASSFELD GRIMMENTHAL","2013","98617",10.4406,50.529899,2
"20103","OBERMASSFELD GRIMMENTHAL","2016","98617",10.4406,50.529899,1
"20104","OBERMEITINGEN","2009","86836",10.806325,48.146884,2
"20105","OBERMEITINGEN","2011","86836",10.806325,48.146884,3
"20106","OBERMEITINGEN","2013","86836",10.806325,48.146884,1
"20107","OBERMEITINGEN","2015","86836",10.806325,48.146884,1
"20108","OBERMICHELBACH","2009","90587",10.909913,49.530771,4
"20109","OBERMICHELBACH","2010","90587",10.909913,49.530771,2
"20110","OBERMICHELBACH","2011","90587",10.909913,49.530771,2
"20111","OBERMICHELBACH","2012","90587",10.909913,49.530771,2
"20112","OBERMICHELBACH","2013","90587",10.909913,49.530771,1
"20113","OBERMICHELBACH","2014","90587",10.909913,49.530771,5
"20114","OBERMICHELBACH","2015","90587",10.909913,49.530771,6
"20115","OBERMICHELBACH","2016","90587",10.909913,49.530771,3
"20116","OBERNDORF","2010","21787",9.145492,53.751967,4
"20117","OBERNDORF","2012","21787",9.145492,53.751967,1
"20118","OBERNDORF","2013","21787",9.145492,53.751967,2
"20119","OBERNDORF","2014","21787",9.145492,53.751967,2
"20120","OBERNDORF","2015","21787",9.145492,53.751967,2
"20121","OBERNDORF","2016","21787",9.145492,53.751967,2
